name,Nationality,Current status,gender,Build,First appeared,Last appeared,Affiliation,Title,Rank,Date of death,First mentioned,Last mentioned,Date of birth,Eyes,Ajah,hair,height_in,Occupation,Clan,Sept,Society,Weight,Race,Hair color,Eye color,feet,inches,birth_age,death_age,birth_year,death_year,years_alive,series
Alin,Domani,Alive,Male,NA,NA,NA,Dragon Reborn,NA,NA,NA,TOM 21,TOM 21,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Alix,Unknown nationality,Presumed Dead,Male,NA,NA,NA,White Tower,Gaidin,NA,NA,AMOL 37,AMOL 37,NA,NA,NA,NA,NA,Warder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Allin,Andoran,Alive,Male,NA,AMOL 37,AMOL 37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Rulan Allwine,Andoran,Alive,Male,Stout,TEOTW 33,TEOTW 33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Innkeeper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Alsalam Saeed Almadar,Domani,Dead,Male,NA,TOM 32,AMOL 24,NA,"Lord of Almadar, High Seat of House Almadar",King,1000 NE,LOC 6,AMOL Epilogue,NA,NA,NA,Gray,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Ramsid Almadar,Domani,Dead,Male,NA,LOC 6,LOC 6,NA,Lord,Prince,1000 NE,LOC 6,LOC 6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Kirin Almeyda,Ghealdanin,Dead,Male,NA,NA,NA,NA,King of Ghealdan,King,NA,RPG,RPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Alric,Unknown nationality,Dead,Male,Slender,TSR 47,TSR 47,White Tower,Gaidin,NA,999 NE,TGH 2,TGS 8,NA,NA,NA,Gray,NA,Warder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,999,NA,wot
Sorelana Alsahhan,Unknown nationality,Dead,Male,NA,NA,NA,NA,NA,NA,NA,COT 7,COT 7,NA,NA,NA,NA,NA,Author,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Alvon,Amadician,Alive,Male,Stocky,KOD 5,KOD 28,Faile Bashere,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gai'shain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Boral Amadia,Taraboner,Dead,Male,NA,NA,NA,Artur Hawkwing,Lord,General,NA,RPG,RPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Guaire Amalasan,Darmovanin,Dead,Male,NA,NA,NA,NA,False Dragon,NA,FY 943,TEOTW 14,WH 24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FY,NA,943,NA,wot
Amel din Monaga Stone Anchor,Atha'an Miere,Alive,Male,NA,NA,NA,Atha'an Miere,NA,Swordmaster,NA,KOD 22,KOD 22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Jasfer Anan,Altaran,Alive,Male,NA,ACOS 17,WH 29,NA,NA,NA,NA,NA,KOD 9,NA,NA,NA,Gray,NA,Ship captain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Ross Anan,Altaran,Alive,Male,NA,WH 19,WH 29,NA,NA,NA,NA,NA,WH 29,NA,NA,NA,NA,NA,Sailor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Andere,Malkieri,Alive,Male,Lean,NS 15,AMOL 37,Lan Mandragoran,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Estean Andiama,Tairen,Alive,Male,NA,TSR 2,KOD 26,Band of the Red Hand,Lord,Banner-General,NA,NA,AMOL Prologue,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Torean Andiama,Tairen,Alive,Male,NA,TSR 3,TGS 42,The Dragon Reborn,Lord,High Lord of Tear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Andric,Taraboner,Dead,Male,NA,TSR 38,TSR 38,Tarabon,King of Tarabon,King,1000 NE,NA,ACOS 26,NA,NA,NA,Gray,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Andris,Illianer,Dead,Male,NA,LOC 16,LOC 16,Sammael,NA,NA,999 NE,NA,LOC 23,NA,Dark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,999,NA,wot
Andro,Unknown nationality,Dead,Male,Lean,NS 5,NS 5,White Tower,Gaidin,NA,979 NE,NA,NA,NA,NA,NA,NA,NA,Warder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,979,NA,wot
Anghar,Seanchan,Alive,Male,NA,TPOD 23,TPOD 23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Ryn Anhara,Unknown nationality,Alive,Male,NA,NA,NA,School of Cairhien,NA,NA,NA,WH Prologue,WH Prologue,NA,NA,NA,NA,NA,Inventor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Petra Anhill,Unknown nationality,Alive,Male,Huge,TFOH 17,AMOL 11,Valan Luca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Entertainer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Anjen,Unknown nationality,Dead,Male,NA,NA,NA,NA,Gaidin,NA,984 NE,LOC 30,LOC 30,NA,NA,NA,NA,NA,Warder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,984,NA,wot
Ankaer,Domani,Dead,Male,Lanky,COT Prologue,TOM 21,Dragon Reborn,Lord,Lord,1000 NE,NA,TOM 32,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Dalthanes Annallin,Cairhienin,Alive,Male,NA,TPOD 21,TPOD 24,Dragon Reborn,Lord,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Daricain Annallin,Cairhienin,Alive,Male,Slender,TFOH 30,TFOH 30,NA,Lord,Lieutenant,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Anselan,Unknown nationality,Dead,Male,NA,NA,NA,White Tower,Gaidin,NA,NA,TFOH 24,TFOH 36,NA,NA,NA,NA,NA,Warder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Antail,NA,Alive,Male,NA,TOM 24,AMOL 18,Rand al'Thor,NA,Asha'man,NA,NA,NA,NA,NA,NA,NA,NA,Asha'man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Antol,Kandori,Alive,Male,NA,NA,AMOL 7,Kandor,Prince,NA,NA,NS 25,NA,964 NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,964,NA,NA,wot
Yilvas Antos,Arad Doman,Alive,Male,NA,NA,NA,NA,Lord,NA,NA,The Wheel of Time Roleplaying Game,NA,NA,NA,NA,NA,NA,Merchant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Ara,Andoran,Alive,Male,NA,TEOTW 14,TEOTW 14,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dark,NA,Attendant,NA,NA,NA,Slight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Gueye Arabah,Seanchan,Alive,Male,NA,KOD 29,KOD 29,NA,NA,Lieutenant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Aracome,Tairen,Dead,Male,Slender,TFOH 46,TPOD 23,The Dragon Reborn,High Lord of Tear,NA,1000 NE,TSR 21,NA,NA,NA,NA,Gray,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Arad,Manetheren,Dead,Male,NA,NA,NA,NA,NA,NA,NA,TEOTW 18,TEOTW 18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Aram,Tuatha'an,Dead,Male,Slender,TEOTW 25,KOD 30,Masema Dagar,NA,NA,1000 NE,NA,AMOL 37,NA,Dark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Aran,NA,Dead,Male,NA,NA,NA,NA,NA,NA,NA,TWORJTWOT,TWORJTWOT,50 AB,NA,NA,NA,NA,Author,NA,NA,NA,NA,Ogier,NA,NA,NA,NA,AB,NA,50,NA,NA,wot
Jorin Arene,Amadicia,Alive,Male,NA,NA,NA,Darkfriend,NA,NA,NA,TFOH 18,TFOH 18,NA,NA,NA,NA,NA,Merchant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Arent,NA,Alive,Male,NA,NA,NA,NA,Elder,Elder,NA,TEOTW 36,AMOL 16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ogier,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Gerard Arganda,Ghealdanin,Alive,Male,Squat,WH 2,AMOL 39,Perrin Aybara,NA,First Captain,NA,NA,NA,NA,Dark,NA,Gray,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Aried,NA,Dead,Male,NA,NA,NA,NA,NA,NA,NA,LOC 50,LOC 50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ogier,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Arin,Andoran,Alive,Male,NA,TEOTW 17,TEOTW 17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Watchman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Arinvar,Cairhienin,Alive,Male,Slender,TFOH 27,KOD 1,White Tower,Gaidin,NA,NA,NA,TGS 43,NA,NA,NA,Gray,NA,Warder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Cieryl Arjuna,Tairen,Dead,Male,Gangly,TPOD 1,KOD 32,Rebel Aes Sedai,Gaidin,NA,1000 NE,NA,NA,NA,NA,NA,NA,NA,Warder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Dawlin Armaghn,Andoran,Alive,Male,NA,NA,NA,House Marne,NA,NA,NA,COT Prologue,COT Prologue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Arnin,Altaran,Alive,Male,Muscular,ACOS 17,ACOS 17,Darkfriend,NA,NA,NA,NA,NA,NA,Beady,NA,Black,NA,Thug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Arwin,Unknown nationality,Alive,Male,NA,LOC Prologue,LOC Prologue,Younglings,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Melanril Asegora,Tairen,Dead,Male,NA,TFOH 43,TFOH 44,NA,NA,NA,999 NE,NA,NA,NA,Dark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,999,NA,wot
Ashin,Cairhienin,Alive,Male,NA,TGH 32,TGH 32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Servant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Sana Ashraf,Unknown nationality,Dead,Male,NA,NA,NA,NA,NA,NA,NA,AMOL 37,AMOL 37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Asmodean,NA,Dead,Male,NA,TSR 36,TFOH 56,NA,NA,Chosen,999 NE,TSR 9,AMOL 37,Age of Legends,Dark,NA,Dark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AB,NE,-500,999,3984,wot
Rhadam Asunawa,Unknown nationality,Dead,Male,Gaunt,LOC 31,TOM 2,Hand of the Light,NA,High Inquisitor,1000 NE,LOC 9,NA,NA,"Deep-set, Dark",NA,Gray,NA,Inquisitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Willim Avarhin,Andoran,Dead,Male,NA,NA,NA,NA,Lord,NA,NA,WH 10,WH 10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Avin,Andoran,Alive,Male,NA,TEOTW 13,TEOTW 13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gatekeeper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Awlsten,NA,Alive,Male,NA,AMOL 24,AMOL 24,Rand al'Thor,NA,Asha'man,NA,NA,NA,NA,NA,NA,NA,NA,Asha'man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Con Aybara,Andoran,Dead,Male,NA,TEOTW Ravens,TEOTW Ravens,Two Rivers,NA,NA,999 NE,NA,AMOL 13,NA,NA,NA,NA,NA,NA,NA,NA,NA,Slim,NA,NA,NA,NA,NA,NA,NE,NA,999,NA,wot
Eward Aybara,Andoran,Dead,Male,Stout,NA,NA,Two Rivers,NA,NA,999 NE,TSR 29,TSR 40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,999,NA,wot
Jaim Aybara,Andoran,Alive,Male,NA,TSR 53,TSR 56,Two Rivers,NA,NA,NA,NA,NA,NA,NA,NA,Dark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Paetram Aybara,Andoran,Dead,Male,NA,TEOTW Ravens,TEOTW Ravens,Two Rivers,NA,NA,999 NE,NA,TSR 56,990 NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,990,999,9,wot
Perrin Aybara,Andoran,Alive,Male,NA,TEOTW Ravens,AMOL Epilogue,Wolfbrother,Wolf King,Lord of the Two Rivers,NA,NA,NA,978 NE,"Yellow / Gold, previously Dark Brown",NA,Brown,73,Blacksmith,NA,NA,NA,"235-245 lbs, 106.6-111.1 kg",NA,NA,NA,6, 1,NE,NA,978,NA,NA,wot
Jared Aydaer,Andoran,Dead,Male,NA,TSR 40,TSR 40,Two Rivers,NA,NA,999 NE,NA,TSR 43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,999,NA,wot
Pel Aydaer,Andoran,Alive,Male,NA,TSR 42,LOC Prologue,Perrin Aybara,NA,NA,NA,TEOTW 30,TOM 6,NA,NA,NA,NA,NA,Furniture maker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Dav Ayellin,Andoran,Alive,Male,Stocky,TSR 43,TSR 56,Two Rivers,NA,NA,NA,TEOTW Ravens,LOC Prologue,NA,Dark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Jon Ayellin,Andoran,Alive,Male,Hulking,LOC Prologue,TOM 40,Perrin Aybara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Get Ayliah,Andoran,Alive,Male,NA,WH 2,COT 25,Two Rivers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Azereos,Illianer,Alive,Male,NA,WH 32,WH 32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Merchant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Bael,Aiel,Alive,Male,NA,TSR 57,AMOL 6,Car'a'carn,NA,NA,NA,TSR 49,AMOL 26,NA,NA,NA,Red,82,Clan chief,Goshien,NA,NA,"275lbs, 19st 9lb, 124.7kg",NA,NA,NA,6,10,NA,NA,NA,NA,NA,wot
Baelder,Aiel,Alive,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,Aethan Dor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Bakh,Unknown nationality,Dead,Male,NA,NA,NA,NA,NA,NA,1000 NE,AMOL 9,AMOL 9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Assid Bakuun,Seanchan,Unknown,Male,NA,TPOD 22,TPOD 22,Ever Victorious Army,NA,Captain,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Hafeen Bakuvun,Domani,Alive,Male,Stout,KOD 16,KOD 35,House Trakand,NA,Captain,NA,NA,NA,NA,NA,NA,Gray,NA,Mercenary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Balat,Domani,NA,Male,Lean,KOD 8,NA,Valan Luca,NA,NA,NA,NA,KOD 11,NA,NA,NA,NA,NA,Entertainer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Baldhere,Kandori,Alive,Male,Slender,TPOD Prologue,AMOL 28,Kandor,Swordbearer,General,NA,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Balinor,Unknown nationality,Dead,Male,NA,NA,NA,White Tower,Gaidin,NA,NA,LOC 11,LOC 11,NA,NA,NA,NA,NA,Warder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Balthamel,NA,Dead,Male,NA,TEOTW 50,TEOTW 50,NA,NA,Chosen,998 NE,TEOTW 42,ACOS 8,Age of Legends,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AB,NE,-500,998,3983,wot
Balthaz,Taraboner,Alive,Male,NA,NA,NA,NA,Lord,NA,NA,The Wheel of Time Roleplaying Game,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Sebban Balwer,Amadician,Alive,Male,Small,LOC Prologue,AMOL 1,Perrin Aybara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secretary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Banas,Ghealdanin,Alive,Male,NA,NA,NA,NA,NA,NA,NA,TDR 8,TDR 8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Vilnar Barada,Saldaean,Alive,Male,NA,LOC 45,LOC 45,Davram Bashere,NA,Under-lieutenant,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Baran,Tairen,Dead,Male,NA,TSR 2,TSR 2,NA,Lord,NA,999 NE,NA,TFOH 30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,999,NA,wot
Barettal,Domani,Alive,Male,NA,TOM 21,TOM 21,Dragon Reborn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Bari (entertainer),Unknown nationality,Alive,Male,NA,TFOH 17,TFOH 48,Valan Luca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Entertainer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Bari (servant),Andoran,Alive,Male,NA,LOC 19,LOC 20,Andor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Servant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Baris,Altaran,Alive,Male,NA,LOC 52,LOC 52,NA,NA,NA,NA,NA,LOC 52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Barlden,Murandian,Alive,Male,Sturdy,TGS 27,TGS 28,Hinderstap,NA,NA,NA,NA,NA,NA,NA,NA,Black,NA,Mayor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Barlett,Unknown nationality,Alive,Male,Lean,TOM Prologue,TOM Prologue,Children of the Light,NA,Scout leader,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Barmellin,Cairhienin,Alive,Male,NA,WH 35,WH 35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Farmer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Baroc,Atha'an Miere,Dead,Male,NA,ACOS 13,ACOS 13,Atha'an Miere,NA,Master of the Blades,1000 NE,NA,WH 16,NA,Deep set,NA,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Hu Barran,Andoran,Alive,Male,Lanky,TEOTW 4,TOM 10,Perrin Aybara,NA,NA,NA,TEOTW 2,NA,NA,NA,NA,NA,NA,Stableman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Jondyn Barran,Andoran,Alive,Male,NA,ACOS 1,KOD 4,Perrin Aybara,NA,NA,NA,NA,TOM 4,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Tad Barran,Andoran,Alive,Male,Lanky,TEOTW 4,KOD 29,Two Rivers,NA,NA,NA,TEOTW 2,NA,NA,NA,NA,NA,NA,Stableman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Barriga,Borderlander,Dead,Male,NA,TOM Epilogue,TOM Epilogue,NA,NA,NA,1000 NE,TOM Prologue,NA,NA,NA,NA,NA,NA,Merchant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Barrin,Seanchan,Alive,Male,NA,AMOL 15,AMOL 15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deathwatch Guard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Torwyn Barshaw,Andoran,Dead,Male,Squat,LOC 31,LOC 31,Darkfriend,NA,NA,999 NE,LOC Prologue,NA,NA,NA,NA,NA,NA,Merchant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,999,NA,wot
Flann Barstere,Andoran,Alive,Male,Lanky,TPOD 9,TOM 34,Perrin Aybara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Jerinvar Barstere,Andoran,Alive,Male,NA,TSR 56,TSR 56,Two Rivers,NA,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Kev Barstere,Andoran,Alive,Male,NA,KOD 29,KOD 29,Two Rivers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Bartim,Andoran,Alive,Male,Fat,TEOTW 26,TEOTW 26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Innkeeper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Bartol,Unknown nationality,Alive,Male,NA,COT 23,COT 23,White Tower,Gaidin,NA,NA,LOC 52,NA,NA,NA,NA,NA,NA,Warder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Bartu,Shienaran,Dead,Male,NA,COT 7,COT 7,Masema Dagar,NA,NA,1000 NE,TFOH 38,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,5,9,NA,NE,NA,1000,NA,wot
Lir Baryn,Andoran,Alive,Male,Slender,TFOH 19,AMOL 2,House Trakand,Lord,High Seat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Basan,Unknown nationality,Dead,Male,NA,NA,NA,White Tower,Gaidin,NA,NA,LOC 43,LOC 43,NA,NA,NA,NA,NA,Warder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Latian Basar,Cairhienin,Alive,Male,NA,COT 25,COT 26,Cha Faile,NA,NA,NA,NA,COT 27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Davram Bashere,Saldaean,Dead,Male,NA,TFOH 56,AMOL 37,NA,"Lord of Bashere, Tyr and Sidona, Guardian of the Blightborder, Defender of the Heartland",Marshal-General,NA,TSR 13,AMOL Epilogue,NA,Tilted dark,NA,Gray,67,NA,NA,NA,NA,Slender,NA,NA,NA,5,7,NA,NA,NA,NA,NA,wot
Maedin Bashere,Saldaean,Alive,Male,NA,NA,NA,NA,NA,NA,NA,TSR 41,TSR 41,c. 983 NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,983,NA,NA,wot
Basram,Domani,Alive,Male,Stocky,NS 1,NS 1,Lan Mandragoran,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Bassane Maliandred,Cairhienin,Alive,Male,"Wide, stocky",WH 23,TGS 7,White Tower,Gaidin,NA,NA,NA,NA,NA,Dark,NA,Dark,67,Warder,NA,NA,NA,NA,NA,NA,NA,5,7,NA,NA,NA,NA,NA,wot
Classen Bayor,Unknown nationality,Dead,Male,NA,NA,NA,NA,NA,NA,NA,AMOL 32,AMOL 32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
