LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
"e $150,000-350,000","HINKLE OIL AND GAS, INC.",5600 N MAY AVE STE 295,OKLAHOMA CITY,OK,73112,211120,Corporation,Unanswered,Unanswered,Unanswered,,7,04/15/2020,InterBank,OK - 05
"e $150,000-350,000",HINSON INSURANCE AGENCY INC,POB 960,ADA,OK,74821,524210,Corporation,Unanswered,Unanswered,Unanswered,,12,04/06/2020,BancFirst,OK - 04
"e $150,000-350,000","HIS JANITORIAL, LLC",2770 WASHINGTON DR STE 110,NORMAN,OK,73069,561720,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,50,04/06/2020,Arvest Bank,OK - 04
"e $150,000-350,000","HISC TULSA, INC",4148 E 51ST ST,TULSA,OK,74135,624120,Corporation,White,Male Owned,Non-Veteran,,60,04/10/2020,RCB Bank,OK - 01
"e $150,000-350,000","HISLE BROTHERS, INC",1914 N Broadway,ADA,OK,74820,423820,Corporation,Unanswered,Unanswered,Unanswered,,16,04/07/2020,Citizens Bank of Ada,OK - 04
"e $150,000-350,000","HIV RESOURCE CONSORTIUM, INC.",3712 E.11th St.,TULSA,OK,74112,541611,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,18,04/11/2020,"BOKF, National Association",OK - 01
"e $150,000-350,000",HIX AIR CONDITIONING SERVICE LLC,907 TALLADEGA ST,MUSKOGEE,OK,74401,238220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,18,04/07/2020,Armstrong Bank,OK - 02
"e $150,000-350,000",HIXON CONSTRUCTION COMPANY LLC,138 NE 46TH ST,OKLAHOMA CITY,OK,73105,236210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,04/07/2020,Arvest Bank,OK - 05
"e $150,000-350,000",HKS ENERGY SOLUTIONS INC,13401 N SANTA FE AVE,OKLAHOMA CITY,OK,73114,236220,Corporation,Unanswered,Unanswered,Unanswered,,22,04/13/2020,First Fidelity Bank,OK - 05
"e $150,000-350,000","HLMR, LLC",3005 S BROADWAY,EDMOND,OK,73013,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,46,04/15/2020,Prosperity Bank,OK - 05
"e $150,000-350,000","HMS, LLC",131 NE 37th Street,OKLAHOMA CITY,OK,73105,541990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11,04/04/2020,Mabrey Bank,OK - 05
"e $150,000-350,000",HOCHATOWN MINING COMPANY INC,68 EBB TIDE RD,BROKEN BOW,OK,74728,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,42,04/12/2020,Arvest Bank,OK - 02
"e $150,000-350,000","HODGE AUTO GROUP, INC",606 S PARK DR,BROKEN BOW,OK,74728,441120,Corporation,Unanswered,Male Owned,Unanswered,,15,04/07/2020,BancFirst,OK - 02
"e $150,000-350,000","HODGE, INC.",402 HOLIDAY DR,ARDMORE,OK,73401,441120,Corporation,Unanswered,Unanswered,Unanswered,,27,04/06/2020,BancFirst,OK - 02
"e $150,000-350,000",HODGES TRANSPORTATION INC,9111 E PINE ST,TULSA,OK,74115,493190,Corporation,Unanswered,Unanswered,Unanswered,,46,04/09/2020,Security Bank,OK - 01
"e $150,000-350,000","HOFFMAN TRANSPORTATION, INC",1201 N 16TH ST,CHICKASHA,OK,73018,484230,Corporation,Unanswered,Unanswered,Unanswered,,15,04/09/2020,Arvest Bank,OK - 03
"e $150,000-350,000","HOFFMEIER, INC.",3210 N LEWIS AVE,TULSA,OK,74110,811310,Corporation,Unanswered,Unanswered,Unanswered,,35,04/10/2020,AVB Bank,OK - 01
"e $150,000-350,000",HOGAN DATA OPERATIONS LP,4515 N Santa Fe Ave,OKLAHOMA CITY,OK,73118,523930,Partnership,Unanswered,Unanswered,Unanswered,,13,04/12/2020,MidFirst Bank,OK - 05
"e $150,000-350,000","HOGAN PROPERTY COMPANY, L.L.C.",9211 Lake Hefner Parkway Ste 110,OKLAHOMA CITY,OK,73120,531312,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,04/11/2020,BancFirst,OK - 05
"e $150,000-350,000",HOLDENVILLE POWER TONGS LLC,200 W MAIN ST,HOLDENVILLE,OK,74848,238990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/09/2020,First United Bank and Trust Company,OK - 02
"e $150,000-350,000","HOLDER SOUTHERN DRUG,INC",513 BARNES AVE,ALVA,OK,73717,446110,Corporation,Unanswered,Unanswered,Unanswered,,23,04/07/2020,Alva State Bank & Trust Company,OK - 03
"e $150,000-350,000",HOLIDAY HOLDINGS GROUP LLC,220 HOLIDAY DR,ARDMORE,OK,73401,441120,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,16,04/08/2020,First National Bank and Trust Company of Ardmore,OK - 02
"e $150,000-350,000",HOLLAND PEDIATRIC THERAPY LLC,2429 WESTPORT DR,NORMAN,OK,73069,621112,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,15,04/08/2020,First United Bank and Trust Company,OK - 04
"e $150,000-350,000",HOLLEY-WOODS SPRAYING CO LLC,504 W 4TH ST,LEEDEY,OK,73654,115112,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,23,04/05/2020,Great Plains National Bank,OK - 03
"e $150,000-350,000","HOLLIE'S FLATIRON STEAKHOUSE, LLC",1199 I-35 SERVICE RD,OKLAHOMA CITY,OK,73160,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,44,04/10/2020,BancFirst,OK - 04
"e $150,000-350,000","HOLLON FIRE PROTECTION, LLC",15750 E. 590 Rd,INOLA,OK,74036,238220,Corporation,White,Male Owned,Non-Veteran,,10,04/06/2020,Security Bank,OK - 01
"e $150,000-350,000",HOLLY MATERIAL HANDLING EQUIPMENT INC,8180 E 46th St,TULSA,OK,74145,423810,Corporation,Unanswered,Male Owned,Veteran,,22,04/07/2020,AVB Bank,OK - 01
"e $150,000-350,000","HOLLYWOOD EXPRESS OF OKLAHOMA, INC.",14700 nw 10TH ST,YUKON,OK,73099,484121,Corporation,White,Female Owned,Non-Veteran,,19,04/11/2020,First Security Bank and Trust Company,OK - 03
"e $150,000-350,000",HOLY TRINITY LUTHERAN CHURCH INC,308 NW 164TH ST,EDMOND,OK,73013,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,41,04/07/2020,Arvest Bank,OK - 05
"e $150,000-350,000","HOME WET BAR, LLC",425 e hill st,OKLAHOMA CITY,OK,73105,454110,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,20,04/03/2020,The Bank of Kremlin,OK - 05
"e $150,000-350,000","HOMEBASED SERVICES AND RESOURCES , INC",904 NW 4th Street,STIGLER,OK,74462,624110,Subchapter S Corporation,Unanswered,Female Owned,Unanswered,,24,04/06/2020,The First National Bank of Stigler,OK - 02
"e $150,000-350,000","HOMECHURCH, INC",720 W NEW ORLEANS ST,BROKEN ARROW,OK,74011,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,12,04/08/2020,Regent Bank,OK - 01
"e $150,000-350,000",HOMESTEAD MEDICAL CLINIC,300 N Main St,BRISTOW,OK,74010,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/09/2020,Arvest Bank,OK - 02
"e $150,000-350,000","HOMESTEAD OF HUGO, LLC",1001 Heritage Way,HUGO,OK,74743,623110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,53,04/14/2020,The First National Bank of Fort Smith,OK - 02
"e $150,000-350,000","HOMETOWN NEURODIAGNOSTICS, LLC",11900 N MACARTHUR BLVD STE E2,OKLAHOMA CITY,OK,73162,621511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,04/13/2020,First Liberty Bank,OK - 05
"e $150,000-350,000",HOOKER EQUITY EXCHANGE,PO BOX 400,HOOKER,OK,73945,493130,Cooperative,White,Male Owned,Unanswered,,14,04/14/2020,The First National Bank of Hooker,OK - 03
"e $150,000-350,000","HOOTEN OIL COMPANY, INC.",12583 S HWY 99,SEMINOLE,OK,74868,424720,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,24,04/14/2020,BancFirst,OK - 05
"e $150,000-350,000",HOPE CENTER MINISTRIES,7440 NW 39TH EXPY,BETHANY,OK,73008,624229,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,41,04/06/2020,First United Bank and Trust Company,OK - 05
"e $150,000-350,000","HOPE HARBOR, INC.",15025 E 380 RD,CLAREMORE,OK,74017,624190,Non-Profit Organization,White,Male Owned,Non-Veteran,Y,21,04/12/2020,RCB Bank,OK - 02
"e $150,000-350,000",HOPE IS ALIVE MINISTRIES INC.,14401 N MAY AVE,OKLAHOMA CITY,OK,73134,623220,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,27,04/06/2020,CrossFirst Bank,OK - 05
"e $150,000-350,000","HORIZON ENTERPRISES, LTD",7025 E 41st St,TULSA,OK,74145,812320,Corporation,White,Female Owned,Non-Veteran,,36,04/06/2020,Security Bank,OK - 01
"e $150,000-350,000","HORIZON VALVE SERVICES, INC",9372 State Highway 99,HOMINY,OK,74035,333132,Corporation,White,Male Owned,Non-Veteran,,,04/06/2020,1st Bank in Hominy,OK - 03
"e $150,000-350,000","HORTON HYDRAULICS, INC.",6910 E Virgin St,TULSA,OK,74115,423830,Corporation,Unanswered,Unanswered,Unanswered,,32,04/04/2020,Central Bank of Oklahoma,OK - 01
"e $150,000-350,000","HORTON INDUSTRIES, INC.",2001 N 69TH EAST AVE,TULSA,OK,74115,332912,Corporation,White,Male Owned,Non-Veteran,,19,04/04/2020,Central Bank of Oklahoma,OK - 01
"e $150,000-350,000",HOSKINS GYPSUM CO LLC,4959 S Hwy 58,LONGDALE,OK,73755,212399,Corporation,White,Male Owned,Veteran,,11,04/06/2020,BancFirst,OK - 03
"e $150,000-350,000",HOSPICE CIRCLE OF LOVE ASSOCIATION,314 3RD ST,ENID,OK,73701,621999,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,26,04/06/2020,"Stride Bank, National Association",OK - 03
"e $150,000-350,000",HOSPICE OF GREEN COUNTRY INC,112 S BOSTON AVE,TULSA,OK,74119,621610,Corporation,Unanswered,Unanswered,Unanswered,,24,04/11/2020,"BOKF, National Association",OK - 01
"e $150,000-350,000",HOSPICE OF NORTH CENTRAL OKLAHOMA INCORPORATED,445 FAIRVIEW AVE,PONCA CITY,OK,74601,622310,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,30,04/27/2020,RCB Bank,OK - 03
"e $150,000-350,000",HOSPICE QUALITY CARE INC,921 S SOONER RD,MIDWEST CITY,OK,73110,621610,Corporation,Unanswered,Unanswered,Unanswered,,25,04/09/2020,Arvest Bank,OK - 04
"e $150,000-350,000","HOT OIL UNITS, INC",4616 OIL PATCH DR,WOODWARD,OK,73801,213111,Corporation,Unanswered,Unanswered,Unanswered,,15,04/09/2020,The Stock Exchange Bank,OK - 03
"e $150,000-350,000",HOTSY OF OKLAHOMA INC,1627 N VAN BUREN ST,ENID,OK,73703,213112,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,6,04/13/2020,The Security National Bank of Enid,OK - 03
"e $150,000-350,000",HOUDELIFE HOLDINGS LLC,12802 E 31st St,TULSA,OK,74146,561720,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,61,04/15/2020,First Oklahoma Bank,OK - 01
"e $150,000-350,000",HOULIGAN ENTERPRISES,7511 OAK FIELD DR,TULSA,OK,74131,722511,Corporation,Unanswered,Unanswered,Unanswered,,54,04/07/2020,Arvest Bank,OK - 01
"e $150,000-350,000",HOURGLASS REPAIR CENTER SOUTH LLC,10226 E 61ST ST,TULSA,OK,74133,811121,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,32,04/28/2020,Regent Bank,OK - 01
"e $150,000-350,000","HOURGLASS TRANSPORT, LLC",9805 OK HIGHWAY 48,COLEMAN,OK,73432,484230,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,42,04/10/2020,Lamar National Bank,OK - 02
"e $150,000-350,000",HOUSE OF DAVID INC,22500 S. Hwy 125,FAIRLAND,OK,74343,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,26,04/06/2020,Bank of Grand Lake,OK - 02
"e $150,000-350,000","HOUSTON PERSONNEL SERVICE, INC.",5816 NW 135th St Ste A,OKLAHOMA CITY,OK,73142,561311,Subchapter S Corporation,White,Unanswered,Unanswered,,17,04/11/2020,MidFirst Bank,OK - 05
"e $150,000-350,000","HOWARD DRILLING ENTERPRISES OF TEXAS, L.L.C.",PO BOX 638,BEAVER,OK,73932,213112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,14,04/15/2020,FirstBank Southwest,OK - 03
"e $150,000-350,000","HOYAK, LTD",9999 HIGHWAY 66,SAPULPA,OK,74066,722511,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,,04/10/2020,Community Bank,OK - 01
"e $150,000-350,000",HOYLE HOLT ALLIED SERVICES CO,710 W Broadway,ARDMORE,OK,73401,333415,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,24,04/09/2020,Peoples Bank and Trust Company,OK - 02
"e $150,000-350,000","HPM SNF OPERATIONS, LLC",1307 R.D. MILLER DRIVE,OKMULGEE,OK,74447,623110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,98,04/28/2020,Happy State Bank,OK - 02
"e $150,000-350,000","HSE ARCHITECTS, PLLC",914 N Broadway Ave Ste 200,OKLAHOMA CITY,OK,73102,541310,Partnership,Unanswered,Male Owned,Unanswered,,13,04/11/2020,MidFirst Bank,OK - 05
"e $150,000-350,000","HSH-TAPESTRY OWNER OK, LLC",7345 S 99TH EAST AVE,TULSA,OK,74133,623312,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,23,04/29/2020,Synovus Bank,OK - 01
"e $150,000-350,000",HSLS INC,1201 NW 178th St Ste 123,EDMOND,OK,73012,722511,Corporation,Unanswered,Unanswered,Unanswered,,30,04/04/2020,First National Bank of Oklahoma,OK - 03
"e $150,000-350,000","HTC TRANSPORT, INC",120 N HICKORY,ROFF,OK,74865,488510,Corporation,Unanswered,Unanswered,Unanswered,,11,04/06/2020,BancFirst,OK - 04
"e $150,000-350,000","HUB CONSTRUCTION, INC.",764 E 2120 Rd,BOSWELL,OK,74727,237310,Corporation,Unanswered,Unanswered,Unanswered,,21,04/05/2020,First United Bank and Trust Company,OK - 02
"e $150,000-350,000",HUDIBURG FORD LLC,216 N HIGHWAY 18,CHANDLER,OK,74834,441110,Partnership,Unanswered,Unanswered,Unanswered,,21,04/08/2020,BancFirst,OK - 03
"e $150,000-350,000","HUDSON PLUMBING HEATING AND AIR CONDITIONING, INC.",5019 West 62ND ST,TULSA,OK,74131,238220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,15,04/06/2020,American Bank and Trust Company,OK - 01
"e $150,000-350,000","HUDSON, INC.",7037 E Waterloo Industrial Rd,EDMOND,OK,73044,237310,Corporation,Unanswered,Unanswered,Unanswered,,17,04/16/2020,Cross River Bank,OK - 03
"e $150,000-350,000",HULIN PHARMACY INC,500 E ROBINSON ST Ste 200,NORMAN,OK,73071,446110,Corporation,Unanswered,Unanswered,Unanswered,,14,04/07/2020,First Fidelity Bank,OK - 04
"e $150,000-350,000",HULL OILFIELD,2773 STATE HIGHWAY 76,WILSON,OK,73463,213112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,28,04/06/2020,F & M Bank,OK - 04
"e $150,000-350,000",HULL PLUMBING INC,2600 W Main St,OKLAHOMA CITY,OK,73107,238220,Corporation,Unanswered,Unanswered,Unanswered,,21,04/09/2020,BancFirst,OK - 05
"e $150,000-350,000","HUNTER'S PRECISION RX, LLC",5401 N PORTLAND AVE STE 280,OKLAHOMA CITY,OK,73112,446110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,26,04/10/2020,First Liberty Bank,OK - 05
"e $150,000-350,000",HUNTINGTON ENERGY USA INC,908 NW 71st Street,OKLAHOMA CITY,OK,73116,561110,Corporation,Unanswered,Unanswered,Unanswered,,14,04/08/2020,BancFirst,OK - 05
"e $150,000-350,000",HUNTINGTON FINE JEWELERS INC,10633 S. Western Ave.,OKLAHOMA CITY,OK,73170,448310,Corporation,Unanswered,Unanswered,Unanswered,,30,04/05/2020,First United Bank and Trust Company,OK - 04
"e $150,000-350,000",HUSKY PORTABLE CONTAINMENT COMPANY,7202 SE International Court,BARTLESVILLE,OK,74006,326199,Corporation,White,Male Owned,Non-Veteran,,24,04/04/2020,Armstrong Bank,OK - 01
"e $150,000-350,000","HUTTON, INC.",19676 ROUTE 66 N.,ELK CITY,OK,73644,213112,Corporation,White,Male Owned,Non-Veteran,,19,04/07/2020,Great Plains National Bank,OK - 03
"e $150,000-350,000",HYDRANT REPAIR PARTS INC.,7835 STATE HIGHWAY 66,TULSA,OK,74131,332911,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,21,04/06/2020,Mabrey Bank,OK - 01
"e $150,000-350,000",HYDRO-LINK CONTAINMENT LLC,4757 S Crestview Road,ATOKA,OK,74525,213112,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,18,04/06/2020,AmeriState Bank,OK - 02
"e $150,000-350,000",HYDRONIC SYSTEMS INC.,200 NE 39th Terrace,OKLAHOMA CITY,OK,73105,454390,Corporation,Unanswered,Male Owned,Unanswered,,13,04/06/2020,First National Bank of Oklahoma,OK - 05
"e $150,000-350,000",I DON'T CARE OF OKLAHOMA INC.,30601 S 4140 RD,CATOOSA,OK,74015,722511,Corporation,Unanswered,Unanswered,Unanswered,,78,04/09/2020,CrossFirst Bank,OK - 01
"e $150,000-350,000","I-40 WINGS, LLC",6910 SW 3RD ST,OKLAHOMA CITY,OK,73128,722511,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,85,04/11/2020,RCB Bank,OK - 03
"e $150,000-350,000",I-44 WINGS LLC,9600 S I 44 SERVICE RD,OKLAHOMA CITY,OK,73159,722511,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,94,04/10/2020,RCB Bank,OK - 04
"e $150,000-350,000","I2E MANAGEMENT COMPANY, INC.",840 RESEARCH PARKWAY,OKLAHOMA CITY,OK,73104,523910,Corporation,Unanswered,Unanswered,Unanswered,,,04/10/2020,BancFirst,OK - 05
"e $150,000-350,000","I2E, INC","840 Research Parkway, Suite 250",OKLAHOMA CITY,OK,73104,541611,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,12,04/09/2020,BancFirst,OK - 05
"e $150,000-350,000","ICX TRANSPORTATION GROUP, INC",PO Box 634,STILLWATER,OK,74076,541512,Subchapter S Corporation,Unanswered,Unanswered,Non-Veteran,,11,04/28/2020,First Republic Bank,OK - 03
"e $150,000-350,000",IDABEL COCA-COLA BOTTLING CO.,500 S. CENTRAL AVE,IDABEL,OK,74745,312111,Corporation,Unanswered,Unanswered,Unanswered,,12,04/05/2020,The Idabel National Bank,OK - 02
"e $150,000-350,000","IDEAL ENERGY SOLUTIONS, INC.",1900 North Wood Dr,OKMULGEE,OK,74447,333996,Corporation,Unanswered,Male Owned,Unanswered,,24,04/08/2020,The First National Bank and Trust Company of Okmulgee,OK - 02
"e $150,000-350,000",IDEAL SPECIALTY INC,2531 E INDEPENDENCE ST,TULSA,OK,74110,332710,Cooperative,Unanswered,Unanswered,Unanswered,,12,04/09/2020,First Fidelity Bank,OK - 01
"e $150,000-350,000","IDELIVER, INC",1300 Princeton Ave,PONCA CITY,OK,74601,484110,Corporation,Unanswered,Unanswered,Unanswered,,41,04/08/2020,BancFirst,OK - 03
"e $150,000-350,000",IGUANA MEXICAN GRILL LLC,9 NW 9th St,OKLAHOMA CITY,OK,73102,722511,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,20,04/04/2020,First National Bank of Oklahoma,OK - 05
"e $150,000-350,000",ILIFF AIRCRAFT REPAIR AND SERVICE COMPANY INC,3225 N SHERIDAN RD,TULSA,OK,74115,488190,Corporation,Unanswered,Unanswered,Unanswered,,15,04/15/2020,Prosperity Bank,OK - 01
"e $150,000-350,000",IMAJENUS INC,322 N Main St,BROKEN ARROW,OK,74012,238210,Corporation,White,Female Owned,Non-Veteran,,10,04/04/2020,Security Bank,OK - 01
"e $150,000-350,000",IMI LLC,200 N MILL ST,PRYOR,OK,74361,811310,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,15,04/03/2020,First Pryority Bank,OK - 02
"e $150,000-350,000",IMPACT ENERGY OPERATING LLC,9500 WESTGATE RD Suite 200,OKLAHOMA CITY,OK,73162,213111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,04/27/2020,COREBANK,OK - 05
"e $150,000-350,000","IMPACT PRODUCTIONS, INC.",3939 S Harvard Ave Suite 2000,TULSA,OK,74135,512110,Non-Profit Organization,Unanswered,Male Owned,Unanswered,Y,11,04/14/2020,First Oklahoma Bank,OK - 01
"e $150,000-350,000","IMPRESSIONS HOME HEALTH CARE, INC",4323 NW 63RD ST STE 232,OKLAHOMA CITY,OK,73116,621610,Corporation,Black or African American,Unanswered,Unanswered,,16,04/28/2020,Comerica Bank,OK - 05
"e $150,000-350,000","IN TOUCH COMMUNICATIONS, INC.",111 North Commerce,ARDMORE,OK,73401,517312,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,36,04/09/2020,First National Bank and Trust Company of Ardmore,OK - 02
"e $150,000-350,000",INCYTE STUDIOS LLC,412 NW 147TH TER,EDMOND,OK,73013,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,05/01/2020,"JPMorgan Chase Bank, National Association",OK - 05
"e $150,000-350,000",INDIAN NATION FIRE SPRINKLER LLC,2300 North YELLOWOOD AVE,BROKEN ARROW,OK,74012,922160,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,25,04/28/2020,RCB Bank,OK - 01
"e $150,000-350,000",INDUSTRIAL COIL INC,4305 Beacon Dr,OKLAHOMA CITY,OK,73179,336320,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,20,04/07/2020,"BOKF, National Association",OK - 03
"e $150,000-350,000","INDUSTRIAL CONSULTANTS, LLC",14601 E. 88th Place North Suite 302,OWASSO,OK,74055,541420,Limited  Liability Company(LLC),White,Unanswered,Unanswered,,14,04/03/2020,First Bank of Owasso,OK - 01
"e $150,000-350,000","INDUSTRIAL FABRICATION SERVICES, LLC",9120 W 51ST ST.,TULSA,OK,74107,333132,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,18,04/10/2020,BancFirst,OK - 01
"e $150,000-350,000",INDUSTRIAL GASKET INC,720 S SARA RD,MUSTANG,OK,73064,339991,Corporation,Unanswered,Unanswered,Unanswered,,32,04/07/2020,"INTRUST Bank, National Association",OK - 03
"e $150,000-350,000","INDUSTRIAL HYDRO SERVICES, LLC",20493 140TH ST,MAYSVILLE,OK,73057,213112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15,04/08/2020,The Pauls Valley National Bank,OK - 04
"e $150,000-350,000",INDUSTRIAL MACHINE CO,1546 W RENO AVE,OKLAHOMA CITY,OK,73106,332710,Corporation,Unanswered,Female Owned,Non-Veteran,,18,04/15/2020,"BOKF, National Association",OK - 05
"e $150,000-350,000",INDUSTRIAL SPLICING & SLING,1842 N 109TH EAST AVE,TULSA,OK,74116,332618,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,19,04/05/2020,Central Bank of Oklahoma,OK - 01
"e $150,000-350,000","INDUSTRIAL TRUCK EQUIPMENT, INC.",3400 S THOMAS RD,OKLAHOMA CITY,OK,73179,333924,Corporation,White,Male Owned,Non-Veteran,,21,04/27/2020,RCB Bank,OK - 03
"e $150,000-350,000","INDUSTRY LAND, LLC",2800 NW 140th St.,OKLAHOMA CITY,OK,73134,722511,Limited  Liability Company(LLC),White,Female Owned,Unanswered,,46,04/10/2020,First United Bank and Trust Company,OK - 05
"e $150,000-350,000","INDUSTRY SYSTEMS, LLC",2206 S  29TH ST,CHICKASHA,OK,73018,811212,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,20,04/10/2020,"The First National Bank and Trust Co, Chickasha, Oklahoma",OK - 03
"e $150,000-350,000","INFANT CRISIS SERVICES, INC.",4224 N Lincoln Blvd,OKLAHOMA CITY,OK,73105,624210,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,28,04/10/2020,MidFirst Bank,OK - 05
"e $150,000-350,000","INFINITY INVESTIGATIONS & PROTECTIVE SERVICES,LLC",7720 N. Owasso Expressway,OWASSO,OK,74055,561612,Corporation,White,Male Owned,Unanswered,,38,04/03/2020,First Bank of Owasso,OK - 01
"e $150,000-350,000",INFRASTRUCTURE SOLUTIONS GROUP LLC,500 VILLAGE BLVD Suite A,MCALESTER,OK,74501,541330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,17,04/07/2020,Arvest Bank,OK - 02
