Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Age in Years,Breed,Color
A665435,,10/17/2013 18:58,10/17/2013 18:58,4/17/2013,Euthanasia,Rabies Risk,Other,Unknown,6 months,0.503535008,Raccoon Mix,Brown
A664259,*Petunia,10/18/2013 9:36,10/18/2013 9:36,10/1/2008,Euthanasia,Aggressive,Dog,Intact Female,5 years,5.050410959,Pit Bull Mix,Black
A658199,*Marley,10/18/2013 9:52,10/18/2013 9:52,7/7/2011,Euthanasia,Aggressive,Dog,Neutered Male,2 years,2.286057839,Pit Bull Mix,White/Brown Brindle
A659828,*Nathan,10/18/2013 10:50,10/18/2013 10:50,7/23/2013,Adoption,Foster,Dog,Neutered Male,2 months,0.239592846,Labrador Retriever Mix,Black
A659830,*Harry,10/18/2013 10:53,10/18/2013 10:53,7/23/2013,Adoption,Foster,Dog,Neutered Male,2 months,0.239598554,Labrador Retriever/Doberman Pinsch,Black
A664822,Jackson,10/18/2013 11:23,10/18/2013 11:23,4/14/2006,Return to Owner,,Dog,Neutered Male,7 years,7.519107686,Cocker Spaniel/Miniature Poodle,White/Tan
A505412,Sneakers,10/18/2013 11:43,10/18/2013 11:43,4/3/2005,Adoption,,Cat,Spayed Female,8 years,8.549282725,Domestic Shorthair Mix,White/Black
A665102,Minnie,10/18/2013 11:43,10/18/2013 11:43,7/29/2013,Adoption,,Dog,Spayed Female,2 months,0.223255327,Pug Mix,Brown
A664342,*Miso,10/18/2013 12:06,10/18/2013 12:06,10/2/2012,Transfer,Partner,Dog,Intact Female,1 year,1.045216895,Japanese Chin Mix,White/Black
A656761,Gotti,10/18/2013 12:13,10/18/2013 12:13,6/18/2006,Euthanasia,Court/Investigation,Dog,Intact Male,7 years,7.341120624,Pit Bull Mix,Fawn
A665354,Eric,10/18/2013 12:31,10/18/2013 12:31,8/25/2013,Transfer,Partner,Cat,Intact Female,1 month,0.149374049,Domestic Shorthair Mix,Torbie
A665246,Alex,10/18/2013 12:31,10/18/2013 12:31,8/31/2013,Transfer,Partner,Cat,Intact Male,1 month,0.132935693,Domestic Shorthair Mix,Orange Tabby
A665459,Beau,10/18/2013 12:54,10/18/2013 12:54,5/18/2013,Return to Owner,,Dog,Neutered Male,5 months,0.420650685,Australian Cattle Dog/Anatol Shepherd,White/Tan
A665093,*Bell,10/18/2013 13:05,10/18/2013 13:05,4/13/2013,Transfer,Partner,Cat,Spayed Female,6 months,0.516562024,Siamese Mix,Lynx Point
A665075,*Klaus,10/18/2013 13:15,10/18/2013 13:15,10/13/2011,Transfer,Partner,Cat,Neutered Male,2 years,2.017950913,Snowshoe Mix,Seal Point
A665095,Paddy,10/18/2013 13:23,10/18/2013 13:23,10/17/2009,Transfer,Partner,Dog,Neutered Male,4 years,4.00700723,Dachshund Mix,Red/Buff
A654413,Betsy,10/18/2013 13:28,10/18/2013 13:28,5/19/2004,Return to Owner,,Dog,Spayed Female,9 years,9.423455099,Pit Bull Mix,Brown Brindle/White
A399552,Jack,10/18/2013 13:46,10/18/2013 13:46,8/9/1999,Transfer,Partner,Dog,Neutered Male,14 years,14.20431126,Rat Terrier Mix,Tricolor
A665027,*Loralinda,10/18/2013 13:47,10/18/2013 13:47,10/12/2011,Transfer,Partner,Dog,Intact Female,2 years,2.020751522,Pit Bull Mix,Brown Brindle/White
A665465,Tito,10/18/2013 14:09,10/18/2013 14:09,4/18/2010,Return to Owner,,Dog,Intact Male,3 years,3.505724886,German Shepherd Mix,White
A665466,Dora,10/18/2013 14:09,10/18/2013 14:09,4/18/2011,Return to Owner,,Dog,Intact Female,2 years,2.505724886,German Shepherd Mix,Black/Tan
A664988,*Lucky,10/18/2013 14:14,10/18/2013 14:14,10/12/2010,Adoption,,Dog,Spayed Female,3 years,3.020802892,Australian Cattle Dog Mix,Blue Merle
A665484,,10/18/2013 14:53,10/18/2013 14:53,12/18/2012,Euthanasia,Suffering,Cat,Intact Male,9 months,0.834575723,Domestic Shorthair Mix,Brown Tabby
A664718,Ibu,10/18/2013 14:55,10/18/2013 14:55,4/8/2012,Adoption,,Dog,Intact Female,1 year,1.530469939,Italian Greyhound/Cavalier Span,Red/White
A665216,Bella,10/18/2013 15:14,10/18/2013 15:14,4/15/2013,Return to Owner,,Dog,Intact Female,6 months,0.511328006,Beagle Mix,Tricolor
A665483,,10/18/2013 15:28,10/18/2013 15:28,4/18/2013,Euthanasia,Rabies Risk,Other,Unknown,6 months,0.503135464,Bat Mix,Gray
A665215,Lola,10/18/2013 15:37,10/18/2013 15:37,4/15/2013,Return to Owner,,Dog,Intact Female,6 months,0.511371766,Beagle Mix,Tricolor
A664951,Twinkle,10/18/2013 16:19,10/18/2013 16:19,2/15/2013,Adoption,,Dog,Spayed Female,8 months,0.67309551,Chihuahua Shorthair Mix,Tricolor
A662657,*Gabe,10/18/2013 16:34,10/18/2013 16:34,9/6/2010,Euthanasia,Aggressive,Dog,Neutered Male,3 years,3.119699391,Pit Bull Mix,Brown
A663319,*Brad,10/18/2013 17:08,10/18/2013 17:08,8/1/2013,Adoption,,Cat,Neutered Male,2 months,0.21565449,Domestic Shorthair Mix,Brown Tabby
A663320,*Billy,10/18/2013 17:08,10/18/2013 17:08,8/1/2013,Adoption,,Cat,Neutered Male,2 months,0.21565449,Domestic Shorthair Mix,Brown Tabby
A665160,Cora,10/18/2013 17:16,10/18/2013 17:16,6/14/2013,Transfer,Partner,Dog,Intact Female,4 months,0.34717656,German Shepherd Mix,Sable/White
A664040,Zoey,10/18/2013 17:17,10/18/2013 17:17,9/28/2006,Adoption,,Cat,Spayed Female,7 years,7.062246956,Domestic Shorthair Mix,Brown Tabby/Orange
A665410,Mickey,10/18/2013 17:27,10/18/2013 17:27,10/17/2011,Return to Owner,,Dog,Neutered Male,2 years,2.007471461,Boston Terrier Mix,Black Brindle/White
A665153,,10/18/2013 17:28,10/18/2013 17:28,4/14/2013,Adoption,,Cat,Neutered Male,6 months,0.514322679,Domestic Shorthair Mix,Orange Tabby
A665365,Mariposa,10/18/2013 17:43,10/18/2013 17:43,4/16/2012,Return to Owner,,Dog,Spayed Female,1 year,1.508871766,Jack Russell Terrier Mix,White
A664664,Izzy,10/18/2013 18:33,10/18/2013 18:33,10/7/2007,Transfer,Partner,Dog,Spayed Female,6 years,6.037734018,Pug Mix,Fawn
A665067,Spots,10/18/2013 18:46,10/18/2013 18:46,10/13/2012,Return to Owner,,Dog,Intact Male,1 year,1.015840944,Catahoula/Labrador Retriever,White/Tricolor
A664984,Buddy,10/18/2013 18:46,10/18/2013 18:46,10/12/2012,Adoption,,Dog,Neutered Male,1 year,1.01858067,Pit Bull Mix,Blue
A665134,Cosita,10/18/2013 18:54,10/18/2013 18:54,10/14/2012,Return to Owner,,Dog,Spayed Female,1 year,1.013116438,Chihuahua Shorthair Mix,Tan
A665135,Josie,10/18/2013 18:54,10/18/2013 18:54,10/17/2012,Return to Owner,,Dog,Spayed Female,1 year,1.00489726,Black Mouth Cur,Tan/White
A665229,Maya,10/18/2013 18:55,10/18/2013 18:55,4/23/2013,Adoption,,Cat,Spayed Female,5 months,0.48983067,Domestic Medium Hair Mix,Tortie
A665493,Monty,10/18/2013 19:06,10/18/2013 19:06,10/18/2008,Return to Owner,,Dog,Neutered Male,5 years,5.004920091,Australian Cattle Dog Mix,Blue Merle
A665491,Oso,10/18/2013 19:19,10/18/2013 19:19,10/18/2012,Return to Owner,,Dog,Intact Male,1 year,1.002205099,German Shepherd Mix,Black
A664023,*Candy,10/19/2013 11:14,10/19/2013 11:14,8/16/2013,Adoption,,Cat,Spayed Female,2 months,0.17662481,Domestic Shorthair Mix,Black
A663257,*Fay,10/19/2013 11:17,10/19/2013 11:17,7/24/2013,Adoption,,Cat,Spayed Female,2 months,0.239644216,Domestic Shorthair Mix,Tortie
A656760,Jessie,10/19/2013 12:13,10/19/2013 12:13,6/18/2009,Return to Owner,,Dog,Neutered Male,4 years,4.341120624,Labrador Retriever Mix,Chocolate
A665461,,10/19/2013 12:34,10/19/2013 12:34,8/18/2013,Adoption,,Dog,Spayed Female,2 months,0.171297565,Australian Cattle Dog/Australian Shepherd,Brown
A658690,Priscilla,10/19/2013 12:58,10/19/2013 12:58,7/13/2012,Adoption,,Dog,Spayed Female,1 year,1.269973364,Pit Bull Mix,Black/White
A665462,,10/19/2013 13:04,10/19/2013 13:04,8/18/2013,Adoption,,Dog,Spayed Female,2 months,0.171354642,Australian Cattle Dog/Australian Shepherd,Blue Merle/Black
A664441,Wyatts,10/19/2013 13:40,10/19/2013 13:40,8/12/2013,Adoption,,Cat,Spayed Female,2 months,0.187861492,Domestic Shorthair Mix,Tortie
A626951,*Cleo,10/19/2013 14:19,10/19/2013 14:19,4/12/2012,Adoption,Foster,Cat,Spayed Female,1 year,1.522182268,Domestic Shorthair Mix,Tortie/White
A665573,,10/19/2013 14:47,10/19/2013 14:47,10/19/2011,Euthanasia,Rabies Risk,Other,Unknown,2 years,2.004427321,Raccoon Mix,Black/White
A664819,*Carl,10/19/2013 14:51,10/19/2013 14:51,10/9/2011,Adoption,,Dog,Neutered Male,2 years,2.031832192,Staffordshire Mix,Blue/White
A664443,Sebastian,10/19/2013 15:12,10/19/2013 15:12,8/12/2013,Adoption,,Cat,Neutered Male,2 months,0.18803653,Domestic Shorthair Mix,Blue Tabby/White
A664440,*Sunshine,10/19/2013 15:12,10/19/2013 15:12,8/12/2013,Adoption,,Cat,Spayed Female,2 months,0.18803653,Domestic Shorthair Mix,Tortie
A665213,Mariah,10/19/2013 15:25,10/19/2013 15:25,10/15/2011,Transfer,Partner,Dog,Intact Female,2 years,2.015458524,Labrador Retriever,Cream
A665552,Atticus,10/19/2013 15:30,10/19/2013 15:30,10/19/2006,Transfer,Partner,Cat,Intact Male,7 years,7.007248858,Domestic Shorthair Mix,Black/White
A665407,Candy,10/19/2013 15:32,10/19/2013 15:32,9/17/2013,Transfer,Partner,Cat,Intact Female,4 weeks,0.089444444,Domestic Longhair Mix,Black
A665406,Pumpkin,10/19/2013 15:32,10/19/2013 15:32,9/17/2013,Transfer,Partner,Cat,Intact Female,4 weeks,0.089444444,Domestic Longhair Mix,Black
A665409,Treat,10/19/2013 15:33,10/19/2013 15:33,9/17/2013,Transfer,Partner,Cat,Intact Female,4 weeks,0.089446347,Domestic Longhair Mix,Black
A665408,Trick,10/19/2013 15:33,10/19/2013 15:33,9/17/2013,Transfer,Partner,Cat,Intact Female,4 weeks,0.089446347,Domestic Longhair Mix,Black
A662498,*Grace,10/19/2013 15:34,10/19/2013 15:34,7/20/2013,Transfer,Partner,Cat,Intact Female,2 months,0.251092085,Domestic Shorthair Mix,Tortie
A662500,*Gretchen,10/19/2013 15:35,10/19/2013 15:35,7/20/2013,Transfer,Partner,Cat,Intact Female,2 months,0.251093988,Domestic Shorthair Mix,Tortie
A662499,*Gabby,10/19/2013 15:35,10/19/2013 15:35,7/20/2013,Transfer,Partner,Cat,Intact Female,2 months,0.251093988,Domestic Shorthair Mix,Calico
A664269,*Bismark,10/19/2013 15:40,10/19/2013 15:40,10/1/2011,Adoption,,Dog,Neutered Male,2 years,2.053843227,Great Pyrenees Mix,White
A665392,Boo,10/19/2013 15:48,10/19/2013 15:48,9/17/2013,Transfer,Partner,Cat,Intact Female,4 weeks,0.089474886,Domestic Longhair Mix,Black
A665460,Sasha,10/19/2013 15:49,10/19/2013 15:49,8/18/2013,Adoption,,Dog,Spayed Female,2 months,0.171668569,Australian Cattle Dog/Australian Shepherd,Brown Merle/White
A665006,Sasha,10/19/2013 15:59,10/19/2013 15:59,3/28/2013,Adoption,,Dog,Spayed Female,6 months,0.563468417,Border Collie Mix,White/Brown
A665571,,10/19/2013 16:23,10/19/2013 16:23,6/19/2013,Euthanasia,Suffering,Cat,Intact Male,4 months,0.336116819,Domestic Shorthair Mix,Black
A663595,Abby,10/19/2013 16:48,10/19/2013 16:48,7/6/2013,Adoption,,Cat,Intact Female,3 months,0.289589041,Domestic Shorthair Mix,Black
A663725,Gracie,10/19/2013 16:50,10/19/2013 16:50,6/7/2013,Adoption,,Cat,Intact Female,4 months,0.369044901,Domestic Shorthair Mix,Torbie
A665591,,10/19/2013 17:03,10/19/2013 17:03,10/19/2011,Euthanasia,Suffering,Other,Unknown,2 years,2.004686073,Opossum Mix,Gray/Black
A663020,*June,10/19/2013 17:04,10/19/2013 17:04,7/30/2013,Adoption,Foster,Dog,Spayed Female,2 months,0.223866058,Chihuahua Shorthair Mix,Black
A663019,*Johnny,10/19/2013 17:04,10/19/2013 17:04,7/30/2013,Adoption,Foster,Dog,Neutered Male,2 months,0.223866058,Chihuahua Shorthair Mix,Brown/Black
A665156,Baby Elic,10/19/2013 17:07,10/19/2013 17:07,12/14/2012,Adoption,,Dog,Spayed Female,10 months,0.8485293,Border Collie Mix,White/Black
A665104,George,10/19/2013 17:12,10/19/2013 17:12,10/13/2012,Adoption,,Dog,Neutered Male,1 year,1.018401826,Finnish Spitz Mix,Buff
A665285,Tabby,10/19/2013 17:16,10/19/2013 17:16,5/15/2013,Adoption,,Cat,Spayed Female,5 months,0.432108067,Domestic Shorthair Mix,Torbie
A664672,Roscoe,10/19/2013 17:21,10/19/2013 17:21,10/7/2011,Return to Owner,,Dog,Neutered Male,2 years,2.037597032,Beagle/American Staffordshire Terrier,White/Tricolor
A663796,*Gavroche,10/19/2013 17:31,10/19/2013 17:31,8/18/2013,Adoption,Foster,Cat,Neutered Male,2 months,0.171862633,Domestic Shorthair Mix,Orange Tabby/White
A665277,Coco,10/19/2013 17:37,10/19/2013 17:37,8/24/2013,Adoption,,Dog,Spayed Female,1 month,0.155435693,Rat Terrier Mix,Tricolor
A657832,Serenity,10/19/2013 17:43,10/19/2013 17:43,2/2/2013,Transfer,Partner,Dog,Spayed Female,8 months,0.711611492,Great Dane/Labrador Retriever,Black/White
A653571,T-Che,10/19/2013 17:48,10/19/2013 17:48,5/8/2010,Adoption,,Dog,Neutered Male,3 years,3.454086758,Chihuahua Longhair Mix,Brown/White
A665225,,10/19/2013 17:53,10/19/2013 17:53,7/31/2013,Adoption,,Dog,Spayed Female,2 months,0.221219559,Pug Mix,Brown/Black
A655661,Maxi,10/19/2013 18:11,10/19/2013 18:11,4/4/2013,Adoption,,Dog,Neutered Male,6 months,0.544541476,Boxer Mix,Brown/White
A665284,Kurt,10/19/2013 18:22,10/19/2013 18:22,7/31/2013,Adoption,,Cat,Neutered Male,2 months,0.221274734,Domestic Shorthair Mix,Orange Tabby/White
A665228,*Guthrie,10/19/2013 18:22,10/19/2013 18:22,3/15/2013,Transfer,Partner,Dog,Neutered Male,7 months,0.599356925,Labrador Retriever Mix,Yellow
A664947,Mei Mei,10/19/2013 18:37,10/19/2013 18:37,2/15/2013,Adoption,,Cat,Spayed Female,8 months,0.676097793,Domestic Shorthair Mix,Cream Tabby/White
A665162,Diamond,10/19/2013 18:52,10/19/2013 18:52,6/14/2013,Adoption,,Dog,Spayed Female,4 months,0.350098935,Pit Bull Mix,Blue/White
A662774,Misty,10/19/2013 19:02,10/19/2013 19:02,5/8/2013,Adoption,,Dog,Spayed Female,5 months,0.451487823,Labrador Retriever/German Shepherd,Brown/Black
A665257,Dillon,10/20/2013 8:25,10/20/2013 8:25,2/16/2013,Died,In Kennel,Cat,Intact Female,8 months,0.674933409,Domestic Shorthair Mix,Black
A564837,Peaches,10/20/2013 11:18,10/20/2013 11:18,1/13/2009,Return to Owner,,Dog,Spayed Female,4 years,4.771152968,Pit Bull Mix,Black/White
A665348,,10/20/2013 11:47,10/20/2013 11:47,10/16/2012,Transfer,SCRP,Cat,Intact Female,1 year,1.012304033,Domestic Shorthair Mix,Torbie
A662912,*Cosmo,10/20/2013 12:21,10/20/2013 12:21,8/10/2013,Transfer,Partner,Cat,Neutered Male,2 months,0.195930365,Domestic Shorthair Mix,Chocolate
A661817,*Holly,10/20/2013 12:23,10/20/2013 12:23,7/21/2013,Transfer,Partner,Cat,Spayed Female,2 months,0.250728691,Domestic Shorthair Mix,Black/White
A661819,*Riley,10/20/2013 12:23,10/20/2013 12:23,7/21/2013,Transfer,Partner,Cat,Neutered Male,2 months,0.250728691,Domestic Shorthair Mix,Black/White
A662738,*Toby,10/20/2013 12:24,10/20/2013 12:24,8/11/2013,Transfer,Partner,Cat,Neutered Male,2 months,0.193196347,Domestic Shorthair Mix,Black/White
A662737,*Thomasina,10/20/2013 12:24,10/20/2013 12:24,8/11/2013,Transfer,Partner,Cat,Spayed Female,2 months,0.193196347,Domestic Shorthair Mix,Black/White
A661695,,10/20/2013 12:25,10/20/2013 12:25,7/16/2013,Transfer,Partner,Cat,Neutered Male,3 months,0.264431126,Domestic Shorthair Mix,Black Tabby
A661694,,10/20/2013 12:25,10/20/2013 12:25,7/16/2013,Transfer,Partner,Cat,Neutered Male,3 months,0.264431126,Domestic Shorthair Mix,Black Tabby
A661697,Timmy,10/20/2013 12:26,10/20/2013 12:26,7/16/2013,Transfer,Partner,Cat,Neutered Male,3 months,0.264433029,Domestic Shorthair Mix,Brown Tabby
A661696,,10/20/2013 12:26,10/20/2013 12:26,7/16/2013,Transfer,Partner,Cat,Neutered Male,3 months,0.264433029,Domestic Shorthair Mix,Brown Tabby
A661699,,10/20/2013 12:27,10/20/2013 12:27,7/16/2013,Transfer,Partner,Cat,Spayed Female,3 months,0.264434932,Domestic Shorthair Mix,Brown Tabby
A661698,,10/20/2013 12:27,10/20/2013 12:27,7/16/2013,Transfer,Partner,Cat,Neutered Male,3 months,0.264434932,Domestic Shorthair Mix,Brown Tabby
A665614,,10/20/2013 13:01,10/20/2013 13:01,10/20/2012,Transfer,Partner,Cat,Intact Male,1 year,1.001485921,Domestic Shorthair Mix,Black
A665250,Sugar,10/20/2013 13:01,10/20/2013 13:01,4/15/2013,Transfer,Partner,Dog,Spayed Female,6 months,0.516554414,Pit Bull Mix,White
A665251,Fayah,10/20/2013 13:03,10/20/2013 13:03,4/15/2013,Transfer,Partner,Dog,Spayed Female,6 months,0.516558219,Pit Bull Mix,Brown/Tricolor
A665068,*Milo,10/20/2013 13:08,10/20/2013 13:08,4/13/2011,Transfer,Partner,Dog,Neutered Male,2 years,2.52478691,Chihuahua Shorthair Mix,White/Blue Merle
A665293,*Shadow,10/20/2013 13:10,10/20/2013 13:10,10/16/2011,Transfer,Partner,Dog,Intact Female,2 years,2.015201674,Australian Kelpie Mix,Black
A663735,Dakota,10/20/2013 13:12,10/20/2013 13:12,9/23/2007,Transfer,Partner,Dog,Neutered Male,6 years,6.080958904,Border Collie Mix,Black/White
A664563,Lola,10/20/2013 13:15,10/20/2013 13:15,10/5/2010,Transfer,Partner,Dog,Spayed Female,3 years,3.045348174,Pit Bull Mix,Tan
A587990,Cevrus,10/20/2013 13:19,10/20/2013 13:19,5/9/2009,Return to Owner,,Dog,Neutered Male,4 years,4.453574962,Dachshund Mix,Black/White
A518264,King,10/20/2013 13:24,10/20/2013 13:24,1/12/2008,Return to Owner,,Dog,Neutered Male,5 years,5.776872146,Great Dane Mix,Black/White
A665376,,10/20/2013 13:35,10/20/2013 13:35,10/17/2005,Euthanasia,Suffering,Dog,Neutered Male,8 years,8.015249239,Chihuahua Shorthair Mix,Tan/White
A665583,,10/20/2013 13:37,10/20/2013 13:37,10/19/2011,Transfer,SCRP,Cat,Intact Female,2 years,2.007033866,Domestic Shorthair Mix,Calico
A665428,,10/20/2013 13:37,10/20/2013 13:37,10/17/2012,Transfer,SCRP,Cat,Intact Male,1 year,1.009773592,Domestic Shorthair Mix,Black
A665427,,10/20/2013 13:37,10/20/2013 13:37,10/17/2012,Transfer,SCRP,Cat,Intact Female,1 year,1.009773592,Domestic Shorthair Mix,Blue
A646850,Lizzy,10/20/2013 13:41,10/20/2013 13:41,12/9/2012,Adoption,,Dog,Spayed Female,10 months,0.864575723,German Shepherd Mix,Brown/White
A664496,,10/20/2013 13:55,10/20/2013 13:55,10/4/2005,Transfer,Partner,Dog,Intact Female,8 years,8.050903729,Rat Terrier Mix,White/Black
A660512,Filina,10/20/2013 14:07,10/20/2013 14:07,8/8/2008,Return to Owner,,Dog,Spayed Female,5 years,5.204351218,Australian Cattle Dog Mix,White/Brown Brindle
A664681,Pooffy,10/20/2013 14:09,10/20/2013 14:09,10/7/2011,Return to Owner,,Dog,Intact Female,2 years,2.039971461,Chihuahua Shorthair Mix,White/Brown
A659615,*Alexander,10/20/2013 14:30,10/20/2013 14:30,7/12/2013,Adoption,Foster,Cat,Neutered Male,3 months,0.275627854,Domestic Shorthair Mix,Blue
A659621,*Olga,10/20/2013 14:30,10/20/2013 14:30,7/12/2013,Adoption,Foster,Cat,Spayed Female,3 months,0.275627854,Domestic Shorthair Mix,Tortie
A665606,Pavlov,10/20/2013 14:42,10/20/2013 14:42,10/20/2007,Return to Owner,,Dog,Neutered Male,6 years,6.007157534,Labrador Retriever/Pit Bull,Brown/White
A665209,*Tilly,10/20/2013 14:47,10/20/2013 14:47,10/15/2007,Transfer,Partner,Cat,Intact Female,6 years,6.020865677,Domestic Shorthair Mix,Brown Tabby
A665608,,10/20/2013 14:59,10/20/2013 14:59,9/28/2013,Transfer,Partner,Cat,Intact Female,3 weeks,0.061984399,Domestic Shorthair Mix,Brown Tabby
A665611,,10/20/2013 15:00,10/20/2013 15:00,9/28/2013,Transfer,Partner,Cat,Intact Male,3 weeks,0.061986301,Domestic Shorthair Mix,Brown Tabby
A665609,,10/20/2013 15:00,10/20/2013 15:00,9/28/2013,Transfer,Partner,Cat,Intact Female,3 weeks,0.061986301,Domestic Shorthair Mix,Brown Tabby
A665610,,10/20/2013 15:00,10/20/2013 15:00,9/28/2013,Transfer,Partner,Cat,Intact Male,3 weeks,0.061986301,Domestic Shorthair Mix,Brown Tabby
A665615,Abby,10/20/2013 15:10,10/20/2013 15:10,5/20/2005,Return to Owner,,Dog,Spayed Female,8 years,8.426388889,Border Collie/Labrador Retriever,Chocolate/White
A664354,Tazz,10/20/2013 15:16,10/20/2013 15:16,4/2/2012,Adoption,,Dog,Neutered Male,1 year,1.552427702,Vizsla Mix,Red/White
A665597,Romeo,10/20/2013 15:29,10/20/2013 15:29,10/20/2010,Return to Owner,,Dog,Neutered Male,3 years,3.00450723,Yorkshire Terrier Mix,Black/Brown
A659035,Zoe,10/20/2013 15:29,10/20/2013 15:29,11/18/2012,Adoption,,Dog,Spayed Female,11 months,0.922315449,Belgian Malinois Mix,Tan/White
A664783,*Leland,10/20/2013 15:36,10/20/2013 15:36,4/9/2013,Transfer,Partner,Dog,Neutered Male,6 months,0.533287671,Labrador Retriever/Black/Tan Hound,Fawn
A665355,,10/20/2013 15:42,10/20/2013 15:42,6/16/2013,Transfer,Partner,Dog,Intact Female,4 months,0.346997717,Collie Smooth Mix,Black/White
A665218,Crickett,10/20/2013 15:57,10/20/2013 15:57,4/15/2013,Transfer,Partner,Dog,Intact Female,6 months,0.516889269,German Shepherd,Brown/Black
A664185,Sparky,10/20/2013 16:09,10/20/2013 16:09,8/12/2013,Adoption,,Cat,Neutered Male,2 months,0.190884703,Domestic Shorthair Mix,Black
A664186,*Dolly,10/20/2013 16:18,10/20/2013 16:18,8/12/2013,Adoption,,Cat,Spayed Female,2 months,0.190901826,Domestic Shorthair Mix,Brown Tabby
A645345,Honey,10/20/2013 16:29,10/20/2013 16:29,1/6/2012,Transfer,Partner,Dog,Spayed Female,1 year,1.790922755,Pit Bull Mix,Brown/White
A663339,*Abby,10/20/2013 16:37,10/20/2013 16:37,9/17/2011,Adoption,,Dog,Spayed Female,2 years,2.095047565,Pit Bull Mix,Fawn/White
A662258,,10/20/2013 16:39,10/20/2013 16:39,7/24/2013,Died,In Foster,Cat,Intact Female,2 months,0.242996575,Domestic Medium Hair Mix,Black/White
A663617,Holmes,10/20/2013 16:45,10/20/2013 16:45,6/21/2013,Transfer,Partner,Cat,Neutered Male,3 months,0.33341895,Domestic Shorthair Mix,Black/White
A663618,Watson,10/20/2013 16:45,10/20/2013 16:45,6/21/2013,Transfer,Partner,Cat,Neutered Male,3 months,0.33341895,Domestic Shorthair Mix,Black/White
A663869,*Star,10/20/2013 16:53,10/20/2013 16:53,9/25/2011,Adoption,,Dog,Spayed Female,2 years,2.073160198,Pit Bull Mix,White/Black
A664442,*Candy Corn,10/20/2013 16:58,10/20/2013 16:58,8/12/2013,Adoption,,Cat,Neutered Male,2 months,0.19097793,Domestic Shorthair Mix,Black
A665315,,10/20/2013 17:04,10/20/2013 17:04,10/16/2012,Transfer,Partner,Dog,Spayed Female,1 year,1.012907154,Dachshund/Parson Russell Terrier,White/Blue Merle
A632423,Rosco,10/20/2013 17:16,10/20/2013 17:16,7/15/2010,Adoption,,Dog,Neutered Male,3 years,3.270464231,Rottweiler,Black/Brown
A665249,Lady,10/20/2013 17:21,10/20/2013 17:21,10/15/2011,Adoption,,Dog,Spayed Female,2 years,2.01841895,Chihuahua Shorthair Mix,Tan/White
A664815,Lady,10/20/2013 17:25,10/20/2013 17:25,10/9/2012,Adoption,,Dog,Spayed Female,1 year,1.03212519,Chihuahua Shorthair Mix,Tan/White
A665358,Bevo,10/20/2013 17:40,10/20/2013 17:40,6/16/2013,Adoption,,Dog,Neutered Male,4 months,0.347222222,Redbone Hound/Labrador Retriever,Brown/White
A665494,Bear,10/20/2013 17:42,10/20/2013 17:42,12/19/2012,Return to Owner,,Dog,Neutered Male,10 months,0.837636986,Chihuahua Shorthair/Pug,Tan
A665304,Flynn,10/20/2013 17:46,10/20/2013 17:46,8/16/2013,Adoption,,Dog,Neutered Male,2 months,0.18011035,Newfoundland/Australian Cattle Dog,Black/White
